"Coefficient","Gene","p.val.t.dist.wnlm.Q.*","p.val.perm.wnlm.Q.*","p.val.t.dist.logi.S.*","p.val.perm.logi.S.*","logi.S.fit.OK","Estimate.wnlm.Q","p.val.t.dist.wnlm.Q","p.val.perm.wnlm.Q","Estimate.logi.S","p.val.t.dist.logi.S","p.val.perm.logi.S"
"DxAFF","hsa-mir-335","","","","",TRUE,-0.222259109074259,0.512032523679492,0.7286,-0.417345800319817,0.225319190270463,0.2834
"DxAFF","DIRAS3","","",NA,NA,FALSE,-1.20956694564018,0.310149002869119,0.0649271844660194,NA,NA,NA
"DxAFF","PWRN1","","","*","",TRUE,-0.47864136402789,0.0719882885181067,0.064,-0.543698573985091,0.035369278271269,0.0958
"DxAFF","IGF2","","","","",TRUE,-0.0727081615629381,0.631995205983662,0.6766,0.137597850478072,0.42893557157142,0.5704
"DxAFF","NLRP2","","",NA,NA,FALSE,0.182611904423805,0.250866842689983,0.4394,NA,NA,NA
"DxAFF","UBE3A","","","","",TRUE,-0.260951381133375,0.339118136927818,0.6416,0.110002813889151,0.573948546019459,0.7144
"RIN","MAGEL2","",NA,NA,NA,FALSE,0.0883520753323767,0.148747356206723,NA,NA,NA,NA
"RIN","TMEM261P1","**",NA,NA,NA,FALSE,-0.167509150037462,0.00120767615294794,NA,NA,NA,NA
"RIN","SNHG14","",NA,NA,NA,FALSE,0.0946566312063508,0.123749661893375,NA,NA,NA,NA
"RIN","AL132709.5","***",NA,NA,NA,FALSE,0.274115907409916,7.55113373820613e-09,NA,NA,NA,NA
"RIN","RP11-909M7.3","",NA,NA,NA,FALSE,0.0618128142410066,0.227152759893888,NA,NA,NA,NA
"RIN","ZIM2","",NA,NA,NA,FALSE,0.0355406711687514,0.677074100555183,NA,NA,NA,NA
"RIN","NAP1L5","***",NA,NA,NA,FALSE,0.370078630253752,2.01135887934576e-07,NA,NA,NA,NA
"RIN","MEG3","***",NA,NA,NA,FALSE,-0.295571239408417,2.77632138643004e-06,NA,NA,NA,NA
"RIN","PEG3","*",NA,NA,NA,FALSE,0.139686373397342,0.0150548845156798,NA,NA,NA,NA
"RIN","PWAR6","",NA,NA,NA,FALSE,0.0584503800730532,0.393819371551048,NA,NA,NA,NA
"RIN","FAM50B","***",NA,NA,NA,FALSE,0.301086788747865,0.000154299927372293,NA,NA,NA,NA
"RIN","NDN","*",NA,NA,NA,FALSE,0.272269404591618,0.0406888291763463,NA,NA,NA,NA
"RIN","SNURF","***",NA,NA,NA,FALSE,0.479542916311853,1.41560644490847e-08,NA,NA,NA,NA
"RIN","PEG10","",NA,NA,NA,FALSE,0.045018210681275,0.219449873376166,NA,NA,NA,NA
"RIN","SNRPN","***",NA,NA,NA,FALSE,0.463495749611086,7.84516047389771e-10,NA,NA,NA,NA
"RIN","KCNQ1OT1","***",NA,"***",NA,TRUE,-0.414609205023149,5.4582976250291e-13,NA,-0.261910497976417,1.9536061639774e-05,NA
"RIN","ZDBF2","*",NA,NA,NA,FALSE,0.150623886402433,0.0138590766313984,NA,NA,NA,NA
"RIN","GRB10","",NA,"",NA,TRUE,-0.0353140169311535,0.374578833775034,NA,-0.0285238910955398,0.534130913766063,NA
"RIN","SNORD116-20","",NA,NA,NA,FALSE,0.232716277174417,0.0901279701960811,NA,NA,NA,NA
"RIN","KCNK9","",NA,"",NA,TRUE,-0.082649225906764,0.136142941599859,NA,-0.209108498597156,0.0801344991401473,NA
"RIN","INPP5F","***",NA,NA,NA,FALSE,0.166174354841658,5.57112499220516e-08,NA,NA,NA,NA
"RIN","RP13-487P22.1","*",NA,NA,NA,FALSE,-0.435576219448807,0.0203647273555107,NA,NA,NA,NA
"RIN","MEST","",NA,"",NA,TRUE,0.0098449076892573,0.808335297716611,NA,0.00535852288598747,0.851373996109556,NA
"RIN","ZNF331","***",NA,NA,NA,FALSE,0.380042507465829,7.18018983877722e-17,NA,NA,NA,NA
"RIN","hsa-mir-335","",NA,"",NA,TRUE,0.0899810690441529,0.426682325520244,NA,0.120225800747789,0.315411179021902,NA
"RIN","DIRAS3","",NA,NA,NA,FALSE,0.414849729636029,0.213143387326998,NA,NA,NA,NA
"RIN","PWRN1","**",NA,"**",NA,TRUE,0.241081403665214,0.00507886089101412,NA,0.261743387617394,0.00226664833540549,NA
"RIN","IGF2","",NA,"",NA,TRUE,-0.0179787989377205,0.74592497806632,NA,0.0787465663003693,0.167340040142431,NA
"RIN","NLRP2","",NA,NA,NA,FALSE,0.116363299494264,0.147137680367382,NA,NA,NA,NA
"RIN","UBE3A","*",NA,"",NA,TRUE,-0.292724766137841,0.0238405895766161,NA,-0.101565007594948,0.244061486471807,NA
"RNA_batchB","MAGEL2","",NA,NA,NA,FALSE,0.0334034281913653,0.849566883329926,NA,NA,NA,NA
"RNA_batchB","TMEM261P1","",NA,NA,NA,FALSE,-0.112871914729678,0.657863824208728,NA,NA,NA,NA
"RNA_batchB","SNHG14","",NA,NA,NA,FALSE,0.143004722312594,0.41227607852456,NA,NA,NA,NA
"RNA_batchB","AL132709.5","",NA,NA,NA,FALSE,0.0331352034677117,0.797253776446302,NA,NA,NA,NA
"RNA_batchB","RP11-909M7.3","",NA,NA,NA,FALSE,0.150255858582859,0.324233309470419,NA,NA,NA,NA
"RNA_batchB","ZIM2","",NA,NA,NA,FALSE,-0.496690314965615,0.0500217632147181,NA,NA,NA,NA
"RNA_batchB","NAP1L5","",NA,NA,NA,FALSE,0.172504992184038,0.346673454351397,NA,NA,NA,NA
"RNA_batchB","MEG3","",NA,NA,NA,FALSE,-0.30701976901505,0.107374950652528,NA,NA,NA,NA
"RNA_batchB","PEG3","",NA,NA,NA,FALSE,-0.24499250501075,0.107133608834978,NA,NA,NA,NA
"RNA_batchB","PWAR6","*",NA,NA,NA,FALSE,-0.444036299571995,0.0194860447850808,NA,NA,NA,NA
"RNA_batchB","FAM50B","",NA,NA,NA,FALSE,0.157264196854638,0.352275599158597,NA,NA,NA,NA
"RNA_batchB","NDN","",NA,NA,NA,FALSE,-0.288828671507812,0.498129977833328,NA,NA,NA,NA
"RNA_batchB","SNURF","",NA,NA,NA,FALSE,-0.255480942106129,0.216836238636738,NA,NA,NA,NA
"RNA_batchB","PEG10","",NA,NA,NA,FALSE,-0.0374353501225971,0.733879175705447,NA,NA,NA,NA
"RNA_batchB","SNRPN","",NA,NA,NA,FALSE,-0.339113644877139,0.0670846463873622,NA,NA,NA,NA
"RNA_batchB","KCNQ1OT1","*",NA,"**",NA,TRUE,-0.356144337391072,0.0317619144635211,NA,-0.607780691976095,0.00124912094485852,NA
"RNA_batchB","ZDBF2","",NA,NA,NA,FALSE,0.0973079177078359,0.536378982773883,NA,NA,NA,NA
"RNA_batchB","GRB10","",NA,"",NA,TRUE,-0.152156456340095,0.189377563642332,NA,-0.200040331756869,0.13627207784347,NA
"RNA_batchB","SNORD116-20","",NA,NA,NA,FALSE,0.555007623172312,0.271713309548518,NA,NA,NA,NA
"RNA_batchB","KCNK9","",NA,"",NA,TRUE,0.106201310274808,0.502126121346271,NA,-0.310378285500769,0.373561382240525,NA
"RNA_batchB","INPP5F","",NA,NA,NA,FALSE,0.0133941950127247,0.856342700960915,NA,NA,NA,NA
"RNA_batchB","RP13-487P22.1","",NA,NA,NA,FALSE,-0.0294412492762229,0.951128448174521,NA,NA,NA,NA
"RNA_batchB","MEST","",NA,"",NA,TRUE,0.0504205693872375,0.66988350016662,NA,-0.0159125858639886,0.846063545234148,NA
"RNA_batchB","ZNF331","",NA,NA,NA,FALSE,-0.169204380311822,0.144340877612558,NA,NA,NA,NA
"RNA_batchB","hsa-mir-335","",NA,"",NA,TRUE,0.251640394026774,0.363575448585143,NA,0.125142567130752,0.665673442208075,NA
"RNA_batchB","DIRAS3","*",NA,NA,NA,FALSE,-2.01707656856737,0.0146765305410089,NA,NA,NA,NA
"RNA_batchB","PWRN1","*",NA,"**",NA,TRUE,0.535732594961881,0.0385543199667451,NA,0.797464085710384,0.00264217319409885,NA
"RNA_batchB","IGF2","",NA,"",NA,TRUE,-0.0237977477440348,0.870214964292538,NA,-0.0411251338814438,0.779986791954495,NA
"RNA_batchB","NLRP2","",NA,NA,NA,FALSE,-0.26618394859484,0.256707618550183,NA,NA,NA,NA
"RNA_batchB","UBE3A","",NA,"",NA,TRUE,0.602512703935289,0.232457237101284,NA,0.400247821836321,0.158888195640089,NA
"RNA_batchC","MAGEL2","",NA,NA,NA,FALSE,0.327944444062649,0.113552267647728,NA,NA,NA,NA
"RNA_batchC","TMEM261P1","",NA,NA,NA,FALSE,-0.175750500653116,0.552920677176939,NA,NA,NA,NA
"RNA_batchC","SNHG14","",NA,NA,NA,FALSE,0.297325104217425,0.141891168835932,NA,NA,NA,NA
"RNA_batchC","AL132709.5","",NA,NA,NA,FALSE,0.118361484245417,0.39839584722467,NA,NA,NA,NA
"RNA_batchC","RP11-909M7.3","*",NA,NA,NA,FALSE,0.394912050633172,0.0157756664708601,NA,NA,NA,NA
"RNA_batchC","ZIM2","",NA,NA,NA,FALSE,-0.405130913126657,0.15718933591188,NA,NA,NA,NA
"RNA_batchC","NAP1L5","",NA,NA,NA,FALSE,0.339918047727245,0.112748360650481,NA,NA,NA,NA
"RNA_batchC","MEG3","",NA,NA,NA,FALSE,0.128802280415918,0.551492706296642,NA,NA,NA,NA
"RNA_batchC","PEG3","",NA,NA,NA,FALSE,0.0104559257393761,0.952768841617394,NA,NA,NA,NA
"RNA_batchC","PWAR6","",NA,NA,NA,FALSE,-0.15194266167491,0.4883548581598,NA,NA,NA,NA
"RNA_batchC","FAM50B","",NA,NA,NA,FALSE,-0.0409852337785073,0.855309942973019,NA,NA,NA,NA
"RNA_batchC","NDN","",NA,NA,NA,FALSE,-0.505637734414902,0.269883409801779,NA,NA,NA,NA
"RNA_batchC","SNURF","",NA,NA,NA,FALSE,0.156781706546213,0.564381082760164,NA,NA,NA,NA
"RNA_batchC","PEG10","",NA,NA,NA,FALSE,0.0965034340424835,0.415286778532824,NA,NA,NA,NA
"RNA_batchC","SNRPN","",NA,NA,NA,FALSE,-0.035584223206795,0.884442882347076,NA,NA,NA,NA
"RNA_batchC","KCNQ1OT1","",NA,"",NA,TRUE,-0.0890041833180516,0.622651247290328,NA,-0.192472954303163,0.35320276165072,NA
"RNA_batchC","ZDBF2","",NA,NA,NA,FALSE,-0.0689357210273893,0.709934297357286,NA,NA,NA,NA
"RNA_batchC","GRB10","",NA,"",NA,TRUE,0.0109309004344865,0.933605611052229,NA,0.0339393505191128,0.823658378640994,NA
"RNA_batchC","SNORD116-20","*",NA,NA,NA,FALSE,1.16681099608784,0.0308455623520402,NA,NA,NA,NA
"RNA_batchC","KCNK9","",NA,"",NA,TRUE,0.0313087215350292,0.866982675284222,NA,-0.190927638237381,0.643581563273391,NA
"RNA_batchC","INPP5F","",NA,NA,NA,FALSE,-0.0105487014012252,0.902586476096141,NA,NA,NA,NA
"RNA_batchC","RP13-487P22.1","",NA,NA,NA,FALSE,-1.00602920387008,0.103879225153705,NA,NA,NA,NA
"RNA_batchC","MEST","",NA,"",NA,TRUE,-0.0243553598476494,0.847766546470653,NA,-0.0273067320062119,0.754342321168171,NA
"RNA_batchC","ZNF331","",NA,NA,NA,FALSE,-0.0404969846907478,0.751292807080071,NA,NA,NA,NA
"RNA_batchC","hsa-mir-335","",NA,"",NA,TRUE,0.246359764638205,0.421615754203264,NA,0.295812732734737,0.377043628145287,NA
"RNA_batchC","DIRAS3","",NA,NA,NA,FALSE,-1.40477264983967,0.0834760834548484,NA,NA,NA,NA
"RNA_batchC","PWRN1","",NA,"",NA,TRUE,-0.0593013526778735,0.811239874879715,NA,-0.0307099768501559,0.893561415458741,NA
"RNA_batchC","IGF2","",NA,"*",NA,TRUE,0.328865273949663,0.0587160388653318,NA,0.417898722069176,0.0228030512274441,NA
"RNA_batchC","NLRP2","",NA,NA,NA,FALSE,0.0352564537428186,0.899152902713338,NA,NA,NA,NA
"RNA_batchC","UBE3A","",NA,"",NA,TRUE,0.229664898918483,0.675091122852887,NA,0.19921085093039,0.516694071105663,NA
"RNA_batchD","MAGEL2","",NA,NA,NA,FALSE,0.315882538573533,0.081494001501703,NA,NA,NA,NA
"RNA_batchD","TMEM261P1","",NA,NA,NA,FALSE,0.123145254990588,0.62383277138373,NA,NA,NA,NA
"RNA_batchD","SNHG14","",NA,NA,NA,FALSE,0.193415215249835,0.2741759079494,NA,NA,NA,NA
"RNA_batchD","AL132709.5","",NA,NA,NA,FALSE,0.154258508785448,0.269778629238088,NA,NA,NA,NA
"RNA_batchD","RP11-909M7.3","",NA,NA,NA,FALSE,0.0974649666987859,0.563015385360371,NA,NA,NA,NA
"RNA_batchD","ZIM2","",NA,NA,NA,FALSE,-0.457910757461176,0.0849841075695096,NA,NA,NA,NA
"RNA_batchD","NAP1L5","*",NA,NA,NA,FALSE,-0.431504808031708,0.0358774283452043,NA,NA,NA,NA
"RNA_batchD","MEG3","",NA,NA,NA,FALSE,0.115543343395189,0.558321203245467,NA,NA,NA,NA
"RNA_batchD","PEG3","",NA,NA,NA,FALSE,-0.158736685124397,0.302466287240035,NA,NA,NA,NA
"RNA_batchD","PWAR6","",NA,NA,NA,FALSE,-0.30582085983141,0.122563270116017,NA,NA,NA,NA
"RNA_batchD","FAM50B","",NA,NA,NA,FALSE,-0.309175905846979,0.0855817675802446,NA,NA,NA,NA
"RNA_batchD","NDN","",NA,NA,NA,FALSE,-0.5253047503261,0.253959753639791,NA,NA,NA,NA
"RNA_batchD","SNURF","",NA,NA,NA,FALSE,-0.233295701227721,0.273878043659403,NA,NA,NA,NA
"RNA_batchD","PEG10","",NA,NA,NA,FALSE,0.0328913037233707,0.774144933954639,NA,NA,NA,NA
"RNA_batchD","SNRPN","",NA,NA,NA,FALSE,-0.29420374199709,0.123410706632605,NA,NA,NA,NA
"RNA_batchD","KCNQ1OT1","",NA,"",NA,TRUE,0.112309284631223,0.509325840359665,NA,-0.0711729694827468,0.718526197732504,NA
"RNA_batchD","ZDBF2","",NA,NA,NA,FALSE,0.0774505363199972,0.630135049499082,NA,NA,NA,NA
"RNA_batchD","GRB10","",NA,"",NA,TRUE,-0.0678986248532179,0.576120109340812,NA,-0.0494732004558244,0.727268101453508,NA
"RNA_batchD","SNORD116-20","",NA,NA,NA,FALSE,0.232760967172396,0.647479010753538,NA,NA,NA,NA
"RNA_batchD","KCNK9","",NA,"",NA,TRUE,-0.00746071265487134,0.966231103800256,NA,-0.0293944378924108,0.941561886061352,NA
"RNA_batchD","INPP5F","",NA,NA,NA,FALSE,-0.0722948140545856,0.349411369757219,NA,NA,NA,NA
"RNA_batchD","RP13-487P22.1","",NA,NA,NA,FALSE,0.228706729152809,0.652155369825421,NA,NA,NA,NA
"RNA_batchD","MEST","",NA,"",NA,TRUE,-0.100319771947828,0.413904226786135,NA,-0.0987525335353895,0.236358836661545,NA
"RNA_batchD","ZNF331","**",NA,NA,NA,FALSE,-0.343687520012183,0.00523178118132608,NA,NA,NA,NA
"RNA_batchD","hsa-mir-335","",NA,"",NA,TRUE,-0.306306438081535,0.28743378607687,NA,-0.217851959959541,0.445562646145952,NA
"RNA_batchD","DIRAS3","",NA,NA,NA,FALSE,-1.65051887111032,0.0742248229715264,NA,NA,NA,NA
"RNA_batchD","PWRN1","",NA,"*",NA,TRUE,0.356847882571382,0.171180568232506,NA,0.523578163917678,0.0455364776695583,NA
"RNA_batchD","IGF2","*",NA,"*",NA,TRUE,0.377960761513793,0.0116071112004906,NA,0.366714721323156,0.0183682438413835,NA
"RNA_batchD","NLRP2","",NA,NA,NA,FALSE,-0.136188901610132,0.579541296007894,NA,NA,NA,NA
"RNA_batchD","UBE3A","*",NA,"",NA,TRUE,1.18392419974779,0.0241878336292895,NA,0.556215759786668,0.0604071906020414,NA
"RNA_batchE","MAGEL2","",NA,NA,NA,FALSE,0.222529133680176,0.193400839364494,NA,NA,NA,NA
"RNA_batchE","TMEM261P1","",NA,NA,NA,FALSE,0.085143328489868,0.726565829092639,NA,NA,NA,NA
"RNA_batchE","SNHG14","",NA,NA,NA,FALSE,0.131576422320838,0.458107070973851,NA,NA,NA,NA
"RNA_batchE","AL132709.5","*",NA,NA,NA,FALSE,0.270069330091355,0.0373771640758221,NA,NA,NA,NA
"RNA_batchE","RP11-909M7.3","",NA,NA,NA,FALSE,0.278127265389222,0.0644592653357997,NA,NA,NA,NA
"RNA_batchE","ZIM2","",NA,NA,NA,FALSE,-0.251720379815406,0.308383499134282,NA,NA,NA,NA
"RNA_batchE","NAP1L5","*",NA,NA,NA,FALSE,0.435192118975868,0.0362379856716013,NA,NA,NA,NA
"RNA_batchE","MEG3","",NA,NA,NA,FALSE,0.117881053902449,0.53280245443804,NA,NA,NA,NA
"RNA_batchE","PEG3","",NA,NA,NA,FALSE,-0.230842516669061,0.138424710701077,NA,NA,NA,NA
"RNA_batchE","PWAR6","",NA,NA,NA,FALSE,-0.172969669960521,0.373271007378,NA,NA,NA,NA
"RNA_batchE","FAM50B","",NA,NA,NA,FALSE,0.14437460429514,0.416463128467841,NA,NA,NA,NA
"RNA_batchE","NDN","",NA,NA,NA,FALSE,-0.0558462900232156,0.898870919645429,NA,NA,NA,NA
"RNA_batchE","SNURF","",NA,NA,NA,FALSE,0.214862393242707,0.310389577389064,NA,NA,NA,NA
"RNA_batchE","PEG10","",NA,NA,NA,FALSE,-0.0291831574145241,0.791470721147032,NA,NA,NA,NA
"RNA_batchE","SNRPN","",NA,NA,NA,FALSE,0.143886090913852,0.446270978181653,NA,NA,NA,NA
"RNA_batchE","KCNQ1OT1","",NA,"",NA,TRUE,-0.140978775168549,0.43185646151485,NA,-0.279675809904362,0.181930574218352,NA
"RNA_batchE","ZDBF2","",NA,NA,NA,FALSE,0.26488326761758,0.0880909723105387,NA,NA,NA,NA
"RNA_batchE","GRB10","",NA,"",NA,TRUE,0.0346287225051866,0.763883506542207,NA,0.108803564396457,0.434575416189039,NA
"RNA_batchE","SNORD116-20","",NA,NA,NA,FALSE,-0.178595613461183,0.713941679689634,NA,NA,NA,NA
"RNA_batchE","KCNK9","",NA,"",NA,TRUE,0.092857270194184,0.538269044578512,NA,-0.234025063729669,0.478624095675614,NA
"RNA_batchE","INPP5F","",NA,NA,NA,FALSE,0.0455190609985364,0.532501272038542,NA,NA,NA,NA
"RNA_batchE","RP13-487P22.1","",NA,NA,NA,FALSE,-0.183963361942831,0.72744246537802,NA,NA,NA,NA
"RNA_batchE","MEST","",NA,"",NA,TRUE,0.0631863425446577,0.584256652459149,NA,0.116437033968013,0.14951609879684,NA
"RNA_batchE","ZNF331","",NA,NA,NA,FALSE,0.0298573869776737,0.79351751309706,NA,NA,NA,NA
"RNA_batchE","hsa-mir-335","",NA,"",NA,TRUE,0.0319070359869537,0.911980789479463,NA,-0.0313966625997345,0.91627697383234,NA
"RNA_batchE","DIRAS3","",NA,NA,NA,FALSE,-1.54604827942973,0.0590465805901745,NA,NA,NA,NA
"RNA_batchE","PWRN1","*",NA,"**",NA,TRUE,0.535354519240132,0.0332213848222087,NA,0.724447134283302,0.00369300874916775,NA
"RNA_batchE","IGF2","",NA,"*",NA,TRUE,0.270419620291642,0.0679810845713118,NA,0.319356879774963,0.0397079742399705,NA
"RNA_batchE","NLRP2","",NA,NA,NA,FALSE,-0.168715506926586,0.450508293279538,NA,NA,NA,NA
"RNA_batchE","UBE3A","",NA,"",NA,TRUE,0.364419478552307,0.477632526415646,NA,0.468486204158189,0.1063471157374,NA
"RNA_batchF","MAGEL2","*",NA,NA,NA,FALSE,0.394518358344125,0.0175536632238117,NA,NA,NA,NA
"RNA_batchF","TMEM261P1","",NA,NA,NA,FALSE,-0.00217276539281719,0.992934269997639,NA,NA,NA,NA
"RNA_batchF","SNHG14","",NA,NA,NA,FALSE,0.324456296983435,0.0634906424204578,NA,NA,NA,NA
"RNA_batchF","AL132709.5","*",NA,NA,NA,FALSE,0.276720162120229,0.0349948695152064,NA,NA,NA,NA
"RNA_batchF","RP11-909M7.3","**",NA,NA,NA,FALSE,0.432218198640013,0.00440153215515867,NA,NA,NA,NA
"RNA_batchF","ZIM2","",NA,NA,NA,FALSE,-0.336600492665272,0.170790907533325,NA,NA,NA,NA
"RNA_batchF","NAP1L5","",NA,NA,NA,FALSE,0.230440532585686,0.260957572891418,NA,NA,NA,NA
"RNA_batchF","MEG3","",NA,NA,NA,FALSE,-0.0948076648984017,0.619313591709468,NA,NA,NA,NA
"RNA_batchF","PEG3","",NA,NA,NA,FALSE,-0.00407158377936175,0.978886059940685,NA,NA,NA,NA
"RNA_batchF","PWAR6","",NA,NA,NA,FALSE,-0.0742828648049458,0.703987924972794,NA,NA,NA,NA
"RNA_batchF","FAM50B","*",NA,NA,NA,FALSE,0.426434139758214,0.012801457561973,NA,NA,NA,NA
"RNA_batchF","NDN","",NA,NA,NA,FALSE,-0.127398528289346,0.753450107954419,NA,NA,NA,NA
"RNA_batchF","SNURF","",NA,NA,NA,FALSE,0.331384199423947,0.120893116719558,NA,NA,NA,NA
"RNA_batchF","PEG10","",NA,NA,NA,FALSE,0.131797953258927,0.227044171790521,NA,NA,NA,NA
"RNA_batchF","SNRPN","",NA,NA,NA,FALSE,0.26661239288184,0.160673888716291,NA,NA,NA,NA
"RNA_batchF","KCNQ1OT1","",NA,"",NA,TRUE,0.113288193364153,0.504861333043452,NA,-0.00116243438071409,0.995411647725351,NA
"RNA_batchF","ZDBF2","",NA,NA,NA,FALSE,0.209446881000991,0.19767862359709,NA,NA,NA,NA
"RNA_batchF","GRB10","",NA,"",NA,TRUE,0.0711769419026512,0.534663528226984,NA,0.130514312531831,0.342205064412263,NA
"RNA_batchF","SNORD116-20","",NA,NA,NA,FALSE,0.487022367087008,0.322373811137958,NA,NA,NA,NA
"RNA_batchF","KCNK9","",NA,"",NA,TRUE,0.114860370231009,0.437956666382158,NA,-0.00831212317550594,0.980479907633727,NA
"RNA_batchF","INPP5F","",NA,NA,NA,FALSE,0.0556919578017637,0.466668667598237,NA,NA,NA,NA
"RNA_batchF","RP13-487P22.1","",NA,NA,NA,FALSE,-0.235223243930526,0.726634089109522,NA,NA,NA,NA
"RNA_batchF","MEST","",NA,"",NA,TRUE,0.149072021875873,0.192980131896411,NA,0.0529512981058844,0.503267722763403,NA
"RNA_batchF","ZNF331","",NA,NA,NA,FALSE,-0.100671876588119,0.388884069083811,NA,NA,NA,NA
"RNA_batchF","hsa-mir-335","",NA,"",NA,TRUE,0.137149117279782,0.621938753684663,NA,0.196409313842201,0.492340995617456,NA
"RNA_batchF","DIRAS3","",NA,NA,NA,FALSE,-1.06368879295916,0.125670309378086,NA,NA,NA,NA
"RNA_batchF","PWRN1","",NA,"",NA,TRUE,0.185160146369386,0.457737007196476,NA,0.273107798427746,0.241743645664164,NA
"RNA_batchF","IGF2","",NA,"*",NA,TRUE,0.217835917226149,0.126260357631997,NA,0.2955321569031,0.0453280140616903,NA
"RNA_batchF","NLRP2","",NA,NA,NA,FALSE,-0.287967147987808,0.228340737402358,NA,NA,NA,NA
"RNA_batchF","UBE3A","",NA,"",NA,TRUE,-0.368921375528399,0.526337448696879,NA,-0.282526841414807,0.397641585439384,NA
"RNA_batchG","MAGEL2","***",NA,NA,NA,FALSE,0.743693677778889,0.000216241976451258,NA,NA,NA,NA
"RNA_batchG","TMEM261P1","",NA,NA,NA,FALSE,0.0809471863258173,0.771930476288899,NA,NA,NA,NA
"RNA_batchG","SNHG14","",NA,NA,NA,FALSE,0.383573559963673,0.210201392161555,NA,NA,NA,NA
"RNA_batchG","AL132709.5","**",NA,NA,NA,FALSE,0.512449272971041,0.00264878660097804,NA,NA,NA,NA
"RNA_batchG","RP11-909M7.3","",NA,NA,NA,FALSE,0.334701604405646,0.0962147502163077,NA,NA,NA,NA
"RNA_batchG","ZIM2","",NA,NA,NA,FALSE,0.205534075840237,0.522331058535261,NA,NA,NA,NA
"RNA_batchG","NAP1L5","",NA,NA,NA,FALSE,0.10016008273831,0.716081174900753,NA,NA,NA,NA
"RNA_batchG","MEG3","",NA,NA,NA,FALSE,0.140476892875272,0.626831426364604,NA,NA,NA,NA
"RNA_batchG","PEG3","",NA,NA,NA,FALSE,0.136971508546451,0.560851050039459,NA,NA,NA,NA
"RNA_batchG","PWAR6","",NA,NA,NA,FALSE,-0.18207497278573,0.533469686886916,NA,NA,NA,NA
"RNA_batchG","FAM50B","*",NA,NA,NA,FALSE,0.427591369699355,0.0319128266559452,NA,NA,NA,NA
"RNA_batchG","NDN","",NA,NA,NA,FALSE,0.181404550020775,0.67845234785693,NA,NA,NA,NA
"RNA_batchG","SNURF","",NA,NA,NA,FALSE,0.0722109508704444,0.806450571904509,NA,NA,NA,NA
"RNA_batchG","PEG10","",NA,NA,NA,FALSE,0.210188161630052,0.221594558338452,NA,NA,NA,NA
"RNA_batchG","SNRPN","",NA,NA,NA,FALSE,0.0568200293921945,0.829920176536309,NA,NA,NA,NA
"RNA_batchG","KCNQ1OT1","",NA,"",NA,TRUE,-0.226615031996057,0.419496153718291,NA,-0.409864879798376,0.170192679075367,NA
"RNA_batchG","ZDBF2","",NA,NA,NA,FALSE,0.304879151993319,0.266955683698784,NA,NA,NA,NA
"RNA_batchG","GRB10","**",NA,"**",NA,TRUE,0.491659716278487,0.00299966522279639,NA,0.654027539239353,0.00358530982975419,NA
"RNA_batchG","SNORD116-20","",NA,NA,NA,FALSE,-0.0532154368044213,0.945335456273608,NA,NA,NA,NA
"RNA_batchG","KCNK9","",NA,"",NA,TRUE,0.269671023434399,0.163910105699876,NA,-0.249036311827569,0.550542360407244,NA
"RNA_batchG","INPP5F","",NA,NA,NA,FALSE,0.123602139776382,0.289818567977953,NA,NA,NA,NA
"RNA_batchG","RP13-487P22.1","",NA,NA,NA,FALSE,0.97340309621855,0.373919304023455,NA,NA,NA,NA
"RNA_batchG","MEST","",NA,"",NA,TRUE,-0.00114835707515782,0.995392186418278,NA,0.0498486382708101,0.721042258319972,NA
"RNA_batchG","ZNF331","",NA,NA,NA,FALSE,-0.117561445326807,0.496027118139177,NA,NA,NA,NA
"RNA_batchG","hsa-mir-335","",NA,"",NA,TRUE,-0.15782497490385,0.686189452706821,NA,0.164084032388226,0.694531933585182,NA
"RNA_batchG","DIRAS3","",NA,NA,NA,FALSE,-1.72685191473722,0.0723828030514686,NA,NA,NA,NA
